Level,Title,Page Number,Parent Title,Keywords,Filtered_Keywords
3,20.3.2 Driver Registration,925,20.3.1 Module Management,"[('theproblemofmanagingthehardwareconfigurationbecomesmore', 0.4701), ('uniximplementationsareusuallysoldtorunonavendor', 0.41), ('virtualfilesystemcallingroutines', 0.4098), ('itmightimplementaformatforstoring', 0.3842), ('oravirtualfilesystemwhosecontentsaregeneratedondemand', 0.3621)]",['theproblemofmanagingthehardwareconfigurationbecomesmore']
3,20.3.3 Conflict Resolution,925,20.3.2 Driver Registration,"[('theproblemofmanagingthehardwareconfigurationbecomesmore', 0.4701), ('uniximplementationsareusuallysoldtorunonavendor', 0.41), ('virtualfilesystemcallingroutines', 0.4098), ('itmightimplementaformatforstoring', 0.3842), ('oravirtualfilesystemwhosecontentsaregeneratedondemand', 0.3621)]",['theproblemofmanagingthehardwareconfigurationbecomesmore']
2,20.4 Process Management,926,20.3 Kernel Modules,"[('linux', 0.4507), ('specifyeverydetailoftheenvironmentofanewprograminthesystemcallthat', 0.447), ('unixprocess', 0.4441), ('unixsystems', 0.4066), ('thenewprogramsimplyrunsinitsexistingenvironment', 0.4016)]",['linux']
3,20.4.1 The fork() and exec() Process Model,926,20.4 Process Management,"[('linux', 0.4507), ('specifyeverydetailoftheenvironmentofanewprograminthesystemcallthat', 0.447), ('unixprocess', 0.4441), ('unixsystems', 0.4066), ('thenewprogramsimplyrunsinitsexistingenvironment', 0.4016)]",['linux']
3,20.4.2 Processes and Threads,929,20.4.1 The fork() and exec() Process Model,"[('unixsystemscandeliverasynchronoussignalstoa', 0.7255), ('clone_filesfile', 0.6282), ('systemcalltellitwhichsubcontextstocopy', 0.6068), ('fashionisequivalenttocreatingathreadinothersystems', 0.5835), ('processescaneasilyshareasubcontextbypointingtothesamesubcontextand', 0.5636)]","['unixsystemscandeliverasynchronoussignalstoa', 'clone_filesfile', 'systemcalltellitwhichsubcontextstocopy', 'fashionisequivalenttocreatingathreadinothersystems', 'processescaneasilyshareasubcontextbypointingtothesamesubcontextand']"
2,20.5 Scheduling,930,20.4 Process Management,"[('unixschedulingalgorithm', 0.5913), ('ticularlyonsystemssuchasdesktopsandmobiledevices', 0.5247), ('cputimetodifferenttaskswithinanoperat', 0.5246), ('linux', 0.5239), ('unixprocess', 0.5062)]","['unixschedulingalgorithm', 'ticularlyonsystemssuchasdesktopsandmobiledevices', 'cputimetodifferenttaskswithinanoperat', 'linux', 'unixprocess']"
3,20.5.1 Thread Scheduling,930,20.5 Scheduling,"[('unixschedulingalgorithm', 0.5913), ('ticularlyonsystemssuchasdesktopsandmobiledevices', 0.5247), ('cputimetodifferenttaskswithinanoperat', 0.5246), ('linux', 0.5239), ('unixprocess', 0.5062)]","['unixschedulingalgorithm', 'ticularlyonsystemssuchasdesktopsandmobiledevices', 'cputimetodifferenttaskswithinanoperat', 'linux', 'unixprocess']"
3,20.5.2 Real-Time Scheduling,932,20.5.1 Thread Scheduling,"[('shareddataandthusmustnotbeallowedtoexecuteconcurrently', 0.4012), ('routinecannotaccessormodifythesamedatawithoutriskingdatacorruption', 0.3588), ('linux', 0.3325), ('theproblemforthekernelisthatallthesetasksmaytrytoaccessthesame', 0.3073), ('preemptedafterawhileandwillbemovedtotheendoftheschedulingqueue', 0.296)]",[]
3,20.5.3 Kernel Synchronization,932,20.5.2 Real-Time Scheduling,"[('shareddataandthusmustnotbeallowedtoexecuteconcurrently', 0.4012), ('routinecannotaccessormodifythesamedatawithoutriskingdatacorruption', 0.3588), ('linux', 0.3325), ('theproblemforthekernelisthatallthesetasksmaytrytoaccessthesame', 0.3073), ('preemptedafterawhileandwillbemovedtotheendoftheschedulingqueue', 0.296)]",[]
3,20.5.4 Symmetric Multiprocessing,934,20.5.3 Kernel Synchronization,"[('theexecutionwillbedeferreduntiltheonecurrentlyrunningcompletes', 0.4328), ('willneverbeinterruptedbycoderunningatthesameoralowerlevel', 0.3539), ('ocksweredescribedinsection20', 0.3514), ('linux', 0.3399), ('eachlevelmaybeinterruptedbycoderunningatahigherlevelbut', 0.3371)]",[]
2,20.6 Memory Management,935,20.5 Scheduling,"[('linux', 0.4844), ('therelationshipofzonesandphysicaladdressesontheintelx86', 0.4741), ('memorycomprise', 0.4433), ('gbofphysicalmemorycomprise', 0.3844), ('thesecondhandlesvirtualmemory', 0.3796)]","['linux', 'therelationshipofzonesandphysicaladdressesontheintelx86']"
3,20.6.1 Management of Physical Memory,935,20.6 Memory Management,"[('linux', 0.4844), ('therelationshipofzonesandphysicaladdressesontheintelx86', 0.4741), ('memorycomprise', 0.4433), ('gbofphysicalmemorycomprise', 0.3844), ('thesecondhandlesvirtualmemory', 0.3796)]","['linux', 'therelationshipofzonesandphysicaladdressesontheintelx86']"
3,20.6.2 Virtual Memory,938,20.6.1 Management of Physical Memory,"[('linux', 0.4661), ('intoabalancedbinarytreetoallowfastlookupoftheregioncorrespondingto', 0.4463), ('tableentriesidentifytheexactcurrentlocationofeachpageofvirtualmemory', 0.4331), ('twoothermainsubsystemsinlinuxdotheirownmanagementofphysical', 0.4216), ('intothepagecacherequiresmappingpagesinthepagecacheusingthevirtual', 0.4168)]",['linux']
3,20.6.3 Execution and Loading of User Programs,941,20.6.2 Virtual Memory,"[('linuxcaneasilysupportthe', 0.5649), ('tablereferencestoeveryavailablephysicalpageofmemoryinthesystem', 0.549), ('memorythatmaynotbephysicallycontiguousintoasingleregionofvirtually', 0.5052), ('kernelcodeisrun', 0.4763), ('linux', 0.4723)]","['linuxcaneasilysupportthe', 'tablereferencestoeveryavailablephysicalpageofmemoryinthesystem', 'memorythatmaynotbephysicallycontiguousintoasingleregionofvirtually', 'kernelcodeisrun', 'linux']"
2,20.7 File Systems,943,20.6 Memory Management,"[('staticallylinkedexecutablescancommencerunningassoonastheyareloaded', 0.6063), ('brkregionwithasinglesystemcall', 0.5937), ('mustcontaincopiesofexactlythesamecommonsystemlibraryfunctions', 0.5914), ('thelinklibraryintomemoryandrunsthe', 0.5285), ('andprocessescanextendorcontracttheir', 0.526)]","['staticallylinkedexecutablescancommencerunningassoonastheyareloaded', 'brkregionwithasinglesystemcall', 'mustcontaincopiesofexactlythesamecommonsystemlibraryfunctions', 'thelinklibraryintomemoryandrunsthe', 'andprocessescanextendorcontracttheir']"
3,20.7.1 The Virtual File System,944,20.7 File Systems,"[('thevfssoftwarelayercan', 0.6544), ('vfssoftwarelayerwillcallthatfunctionwithoutcaringhowthe', 0.567), ('theinodeandfileobjectsarethemechanismsusedtoaccessfiles', 0.5526), ('operationwillalwaysbeatthesameplaceinitsfunction', 0.5481), ('objectisadatastructurecontainingpointerstothediskblocksthatcontainthe', 0.534)]","['thevfssoftwarelayercan', 'vfssoftwarelayerwillcallthatfunctionwithoutcaringhowthe', 'theinodeandfileobjectsarethemechanismsusedtoaccessfiles', 'operationwillalwaysbeatthesameplaceinitsfunction', 'objectisadatastructurecontainingpointerstothediskblocksthatcontainthe']"
3,20.7.2 The Linux ext3 File System,945,20.7.1 The Virtual File System,"[('superblockobjectistoprovideaccesstoinodes', 0.4556), ('thesedirectoryoperationsdonotrequirethattheuseropenthefilesconcerned', 0.4546), ('toeaseexchangingdatawiththeminixdevelopmentsystem', 0.4315), ('directoryfilesaredealtwithslightlydifferentlyfromotherfiles', 0.4113), ('allcachedfiledataarelinkedontoalistinthe', 0.399)]","['superblockobjectistoprovideaccesstoinodes', 'thesedirectoryoperationsdonotrequirethattheuseropenthefilesconcerned']"
3,20.7.3 Journaling,948,20.7.2 The Linux ext3 File System,"[('journalingfilesystemsmayperformsomeoperationsfasterthannonjour', 0.5302), ('memoryjournalratherthandirectlytotheon', 0.5032), ('unixv8introduceda', 0.5009), ('rereplayedasynchronouslyviarandom', 0.3877), ('systemanditsusehasbeenadoptedandexpandedintomanyotheroperating', 0.3864)]","['journalingfilesystemsmayperformsomeoperationsfasterthannonjour', 'memoryjournalratherthandirectlytotheon', 'unixv8introduceda']"
3,20.7.4 The Linux Proc File System,948,20.7.3 Journaling,"[('journalingfilesystemsmayperformsomeoperationsfasterthannonjour', 0.5302), ('memoryjournalratherthandirectlytotheon', 0.5032), ('unixv8introduceda', 0.5009), ('rereplayedasynchronouslyviarandom', 0.3877), ('systemanditsusehasbeenadoptedandexpandedintomanyotheroperating', 0.3864)]","['journalingfilesystemsmayperformsomeoperationsfasterthannonjour', 'memoryjournalratherthandirectlytotheon', 'unixv8introduceda']"
2,20.8 Input and Output,950,20.7 File Systems,"[('linuxsplitsalldevicesintothreeclasses', 0.5956), ('unixsystem', 0.5055), ('linux', 0.4887), ('blockdevicesprovidethemaininterfacetoalldiskdevicesinasystem', 0.4703), ('dvdbutmakesnosenseforapointingdevicesuchasamouse', 0.447)]","['linuxsplitsalldevicesintothreeclasses', 'unixsystem', 'linux', 'blockdevicesprovidethemaininterfacetoalldiskdevicesinasystem']"
3,20.8.1 Block Devices,950,20.8 Input and Output,"[('linuxsplitsalldevicesintothreeclasses', 0.5956), ('unixsystem', 0.5055), ('linux', 0.4887), ('blockdevicesprovidethemaininterfacetoalldiskdevicesinasystem', 0.4703), ('dvdbutmakesnosenseforapointingdevicesuchasamouse', 0.447)]","['linuxsplitsalldevicesintothreeclasses', 'unixsystem', 'linux', 'blockdevicesprovidethemaininterfacetoalldiskdevicesinasystem']"
3,20.8.2 Character Devices,951,20.8.1 Block Devices,"[('devicedriversregistered', 0.5179), ('kernelperforms', 0.4962), ('allowingthoseprocessestocommunicate', 0.4849), ('therequestmanagerattemptstomerge', 0.4726), ('althoughasimpleelevatoralgorithmremainsavailable', 0.4455)]","['devicedriversregistered', 'kernelperforms', 'allowingthoseprocessestocommunicate', 'therequestmanagerattemptstomerge']"
2,20.9 Interprocess Communication,952,20.8 Input and Output,"[('linux', 0.4739), ('unix', 0.4225), ('tellstheschedulerthatitisnolongereligibleforexecution', 0.4001), ('everyprocessonthewaitqueuewillbeawakened', 0.3867), ('itcansendasignaltoaserverprocesswhendataarrive', 0.3616)]",['linux']
3,20.9.1 Synchronization and Signals,952,20.9 Interprocess Communication,"[('linux', 0.4739), ('unix', 0.4225), ('tellstheschedulerthatitisnolongereligibleforexecution', 0.4001), ('everyprocessonthewaitqueuewillbeawakened', 0.3867), ('itcansendasignaltoaserverprocesswhendataarrive', 0.3616)]",['linux']
3,20.9.2 Passing of Data among Processes,953,20.9.1 Synchronization and Signals,"[('unixalsodefinesasetofnetworkingfacilitiesthatcansend', 0.6568), ('memorymappingsdirectpagefaultstomap', 0.6489), ('unixcommuni', 0.6309), ('numbersofsemaphorescanbesharedamongmultipleindependentprocesses', 0.6036), ('pagefaultsthatoccurcausetheappropriatepageofthefiletobemappedinto', 0.5992)]","['unixalsodefinesasetofnetworkingfacilitiesthatcansend', 'memorymappingsdirectpagefaultstomap', 'unixcommuni', 'numbersofsemaphorescanbesharedamongmultipleindependentprocesses', 'pagefaultsthatoccurcausetheappropriatepageofthefiletobemappedinto']"
2,20.10 Network Structure,953,20.9 Interprocess Communication,"[('unixalsodefinesasetofnetworkingfacilitiesthatcansend', 0.6568), ('memorymappingsdirectpagefaultstomap', 0.6489), ('unixcommuni', 0.6309), ('numbersofsemaphorescanbesharedamongmultipleindependentprocesses', 0.6036), ('pagefaultsthatoccurcausetheappropriatepageofthefiletobemappedinto', 0.5992)]","['unixalsodefinesasetofnetworkingfacilitiesthatcansend', 'memorymappingsdirectpagefaultstomap', 'unixcommuni', 'numbersofsemaphorescanbesharedamongmultipleindependentprocesses', 'pagefaultsthatoccurcausetheappropriatepageofthefiletobemappedinto']"
2,20.11 Security,956,20.10 Network Structure,"[('unixsecuritymechanisms', 0.6262), ('passwordswereoftenlimitedtoeightcharacters', 0.6041), ('theoriginalpasswordcannotbededucedfromthepasswordfileexceptbytrial', 0.5615), ('recombinedwiththesaltvaluestoredinthepasswordfileandpassedthrough', 0.5489), ('orthatusemoresecuremethodsofencodingthepassword', 0.5375)]","['unixsecuritymechanisms', 'passwordswereoftenlimitedtoeightcharacters', 'theoriginalpasswordcannotbededucedfromthepasswordfileexceptbytrial', 'recombinedwiththesaltvaluestoredinthepasswordfileandpassedthrough', 'orthatusemoresecuremethodsofencodingthepassword']"
3,20.11.1 Authentication,956,20.11 Security,"[('unixsecuritymechanisms', 0.6262), ('passwordswereoftenlimitedtoeightcharacters', 0.6041), ('theoriginalpasswordcannotbededucedfromthepasswordfileexceptbytrial', 0.5615), ('recombinedwiththesaltvaluestoredinthepasswordfileandpassedthrough', 0.5489), ('orthatusemoresecuremethodsofencodingthepassword', 0.5375)]","['unixsecuritymechanisms', 'passwordswereoftenlimitedtoeightcharacters', 'theoriginalpasswordcannotbededucedfromthepasswordfileexceptbytrial', 'recombinedwiththesaltvaluestoredinthepasswordfileandpassedthrough', 'orthatusemoresecuremethodsofencodingthepassword']"
3,20.11.2 Access Control,957,20.11.1 Authentication,"[('uniximplementations', 0.6546), ('unixsystem', 0.6454), ('uniximplementation', 0.6435), ('unixsystems', 0.6166), ('linuxperformsaccesscontrolbyassigningobjectsa', 0.6137)]","['uniximplementations', 'unixsystem', 'uniximplementation', 'unixsystems', 'linuxperformsaccesscontrolbyassigningobjectsa']"
2,20.12 Summary,958,20.11 Security,"[('createdprocessescanshareselectivepartsoftheirexecutionenvironment', 0.4746), ('unixsoftware', 0.4475), ('unixapplications', 0.4418), ('operatingsystemfreefrom', 0.4135), ('linux', 0.3977)]",['createdprocessescanshareselectivepartsoftheirexecutionenvironment']
2,Practice Exercises,959,20.12 Summary,"[('managementsystemusespagesharingandcopy', 0.5411), ('unixsystemsuseddisk', 0.5383), ('layoutoptimizationsbasedonthe', 0.5023), ('1dynamicallyloadablekernelmodulesgiveflexibilitywhendriversare', 0.4967), ('2multithreadingisacommonlyusedprogrammingtechnique', 0.4928)]","['managementsystemusespagesharingandcopy', 'unixsystemsuseddisk', 'layoutoptimizationsbasedonthe', '1dynamicallyloadablekernelmodulesgiveflexibilitywhendriversare', '2multithreadingisacommonlyusedprogrammingtechnique']"
2,Further Reading,959,Practice Exercises,"[('managementsystemusespagesharingandcopy', 0.5411), ('unixsystemsuseddisk', 0.5383), ('layoutoptimizationsbasedonthe', 0.5023), ('1dynamicallyloadablekernelmodulesgiveflexibilitywhendriversare', 0.4967), ('2multithreadingisacommonlyusedprogrammingtechnique', 0.4928)]","['managementsystemusespagesharingandcopy', 'unixsystemsuseddisk', 'layoutoptimizationsbasedonthe', '1dynamicallyloadablekernelmodulesgiveflexibilitywhendriversare', '2multithreadingisacommonlyusedprogrammingtechnique']"
2,Bibliography,960,Further Reading,"[('linuxkernelin', 0.5423), ('linux', 0.4575), ('manymailinglistsdevotedtolinuxarealsoavailable', 0.3555), ('includingaverywellresearchedsubsectiononlinuxkernel', 0.3484), ('html', 0.3086)]","['linuxkernelin', 'linux']"
2,Chapter 20 Exercises,961,Bibliography,"[('unixprocessscheduler', 0.5125), ('10linuxrunsonavarietyofhardwareplatforms', 0.4434), ('8inwhatcircumstancesisthesystem', 0.4356), ('linuxkernelfor', 0.414), ('bletoaloadablekernelmodule', 0.3903)]",['unixprocessscheduler']
1,Chapter 21 Windows,963,Chapter 20 The Linux System,"[('wediscussthekeygoalsofwindows10', 0.5533), ('windowsserver2016', 0.4924), ('ibmcooperatedtodevelopthe', 0.4636), ('microsoft', 0.4319), ('microsoftand', 0.4063)]","['wediscussthekeygoalsofwindows10', 'windowsserver2016', 'ibmcooperatedtodevelopthe']"
2,21.1 History,963,Chapter 21 Windows,"[('wediscussthekeygoalsofwindows10', 0.5533), ('windowsserver2016', 0.4924), ('ibmcooperatedtodevelopthe', 0.4636), ('microsoft', 0.4319), ('microsoftand', 0.4063)]","['wediscussthekeygoalsofwindows10', 'windowsserver2016', 'ibmcooperatedtodevelopthe']"
3,"21.1.1 Windows XP, Vista, and 7",964,21.1 History,"[('2000desktopoperatingsystemandareplacementforwindows95', 0.5406), ('xpprovidedbetternetworkinganddeviceexperience', 0.5098), ('washiredandgiventhecharterofbuildingmicrosoft', 0.4974), ('performanceimprovementsforlargemultiprocessorssystems', 0.4788), ('xpupdatedthegraphicaluserinterface', 0.4642)]","['2000desktopoperatingsystemandareplacementforwindows95', 'xpprovidedbetternetworkinganddeviceexperience', 'washiredandgiventhecharterofbuildingmicrosoft', 'performanceimprovementsforlargemultiprocessorssystems', 'xpupdatedthegraphicaluserinterface']"
3,21.1.2 Windows 8,965,"21.1.1 Windows XP, Vista, and 7","[('windows8wasamarketfailure', 0.3755), ('nokiapurchase', 0.3572), ('tomedtoolderwindowsoperatingsystemstocompletelychangethewaythey', 0.328), ('startmenuwithtouchscreenfeatures', 0.2728), ('boughtnokiaandbeganreleasingmicrosoft', 0.2529)]",[]
3,21.1.3 Windows 10,965,21.1.2 Windows 8,"[('windows8wasamarketfailure', 0.3755), ('nokiapurchase', 0.3572), ('tomedtoolderwindowsoperatingsystemstocompletelychangethewaythey', 0.328), ('startmenuwithtouchscreenfeatures', 0.2728), ('boughtnokiaandbeganreleasingmicrosoft', 0.2529)]",[]
2,21.2 Design Principles,968,21.1 History,"[('windowsusesencryptionaspartofcommonprotocolssuchasthoseused', 0.5107), ('codereviewandtestingwerecombinedwithsophisticatedautomaticanalysis', 0.4529), ('windows7andlaterversionsallowusersto', 0.4464), ('windowstraditionallybasedsecurityondiscretionaryaccesscontrols', 0.4145), ('toolstoidentifyandinvestigatepotentialdefectsthatmightrepresentsecurity', 0.3962)]","['windowsusesencryptionaspartofcommonprotocolssuchasthoseused', 'codereviewandtestingwerecombinedwithsophisticatedautomaticanalysis']"
3,21.2.1 Security,968,21.2 Design Principles,"[('windowsusesencryptionaspartofcommonprotocolssuchasthoseused', 0.5107), ('codereviewandtestingwerecombinedwithsophisticatedautomaticanalysis', 0.4529), ('windows7andlaterversionsallowusersto', 0.4464), ('windowstraditionallybasedsecurityondiscretionaryaccesscontrols', 0.4145), ('toolstoidentifyandinvestigatepotentialdefectsthatmightrepresentsecurity', 0.3962)]","['windowsusesencryptionaspartofcommonprotocolssuchasthoseused', 'codereviewandtestingwerecombinedwithsophisticatedautomaticanalysis']"
3,21.2.2 Reliability,970,21.2.1 Security,"[('crimeware', 0.4297), ('attacksbyusinghardwareshadowstacks', 0.4147), ('microsofthasstartedworkingdirectlywithchip', 0.404), ('fraudware', 0.3935), ('windowsmaturedgreatlyasanoperatingsysteminitsfirsttenyears', 0.3764)]",[]
3,21.2.3 Windows and Application Compatibility,972,21.2.2 Reliability,"[('windows2000focusedprimarilyoncompat', 0.5364), ('windows10continuestofocusoncompatibilityissuesbyimplement', 0.5058), ('bitversionofwindows10providesathunkinglayer', 0.4233), ('torecompilewithvisualstudioeverysingle', 0.3827), ('theoriginalwindowssubsystemmodelallowsmultipleoperating', 0.37)]","['windows2000focusedprimarilyoncompat', 'windows10continuestofocusoncompatibilityissuesbyimplement']"
3,21.2.4 Performance,973,21.2.3 Windows and Application Compatibility,"[('windows10userscanrunanunmodifiedubuntuuser', 0.5518), ('windows10includesonesuchpicoprovider', 0.5395), ('multiprocessorcomputer', 0.5244), ('megabytereimplementationofthelinux', 0.5147), ('awarenessoftheperformanceconsiderationsrelatedtocache', 0.4899)]","['windows10userscanrunanunmodifiedubuntuuser', 'windows10includesonesuchpicoprovider', 'multiprocessorcomputer', 'megabytereimplementationofthelinux', 'awarenessoftheperformanceconsiderationsrelatedtocache']"
3,21.2.5 Extensibility,975,21.2.4 Performance,"[('architecturestoexecuteasingleinstructionformultipledataatthesametime', 0.5098), ('microsoft', 0.4918), ('runsinkernelmodeandprovidesthebasicsystemservices', 0.4903), ('cpusbyaschedulerthatoperatesinusermoderatherthaninthe', 0.4838), ('slawhasgovernedcomputingforfortyyears', 0.4728)]","['architecturestoexecuteasingleinstructionformultipledataatthesametime', 'microsoft', 'runsinkernelmodeandprovidesthebasicsystemservices', 'cpusbyaschedulerthatoperatesinusermoderatherthaninthe', 'slawhasgovernedcomputingforfortyyears']"
3,21.2.6 Portability,976,21.2.5 Extensibility,"[('windowswasdesignedtobeportable', 0.4878), ('cpuarchitecture', 0.4737), ('specificsourcecodeandverylittleassem', 0.4552), ('operatingsystemsupportcanbeaddedwithoutaffectingtheexecutive', 0.4512), ('unixoperating', 0.4345)]","['windowswasdesignedtobeportable', 'cpuarchitecture', 'specificsourcecodeandverylittleassem', 'operatingsystemsupportcanbeaddedwithoutaffectingtheexecutive']"
3,21.2.7 International Support,977,21.2.6 Portability,"[('cputobeusedwithdifferentchipsetssimplybyload', 0.5512), ('windowsisolatesmostofthechipset', 0.5467), ('windows8introduced', 0.5324), ('cpuarchitecturesfailedintheconsumer', 0.4905), ('computermanufacturersledtochanges', 0.4857)]","['cputobeusedwithdifferentchipsetssimplybyload', 'windowsisolatesmostofthechipset', 'windows8introduced', 'cpuarchitecturesfailedintheconsumer', 'computermanufacturersledtochanges']"
3,21.2.8 Energy Efficiency,978,21.2.7 International Support,"[('windows8thusintroducedanumberoffeaturestofurther', 0.5177), ('implementedseveralstrategiesfordecreasingenergyuse', 0.4973), ('ofmemorytosecondarystorageandshutthecomputeroff', 0.4815), ('computersaresomuchfasterthanhumanbeings', 0.4706), ('windowsandonlyonelanguagewasavailableatasingletime', 0.4506)]","['windows8thusintroducedanumberoffeaturestofurther', 'implementedseveralstrategiesfordecreasingenergyuse', 'ofmemorytosecondarystorageandshutthecomputeroff', 'computersaresomuchfasterthanhumanbeings', 'windowsandonlyonelanguagewasavailableatasingletime']"
3,21.2.9 Dynamic Device Support,979,21.2.8 Energy Efficiency,"[('totalstateofidlenessthattheprocessorandperipheralscaneffectively', 0.3929), ('puterwhenthepowerbuttonispressedorthescreenturnsoff', 0.3597), ('deliveredthroughthewindowsstoreincludesafeature', 0.2906), ('wakesupthecomputer', 0.277), ('andloadtheappropriatedrivers', 0.2749)]",[]
2,21.3 System Components,980,21.2 Design Principles,"[('windows10canalso', 0.4807), ('microsoft', 0.3921), ('lationneedsandsecurityneedsarenotnecessarilyconflatedthroughprivilege', 0.3505), ('runinsecureusermode', 0.3341), ('protectedcomponentthatstorespasswordscanitselfbe', 0.3248)]",['windows10canalso']
3,21.3.1 Hyper-V Hypervisor,981,21.3 System Components,"[('thenormalkernelcannotbeforcedtoloadunsigneddrivers', 0.563), ('cpufeature', 0.5477), ('modedriversarepresentin', 0.5399), ('thesecurekernelalsoprovidestheabilitytoallocatevirtualmemoryinsucha', 0.5387), ('enterprisecredentialsthrough', 0.5305)]","['thenormalkernelcannotbeforcedtoloadunsigneddrivers', 'cpufeature', 'modedriversarepresentin', 'thesecurekernelalsoprovidestheabilitytoallocatevirtualmemoryinsucha', 'enterprisecredentialsthrough']"
3,21.3.2 Secure Kernel,981,21.3.1 Hyper-V Hypervisor,"[('thenormalkernelcannotbeforcedtoloadunsigneddrivers', 0.563), ('cpufeature', 0.5477), ('modedriversarepresentin', 0.5399), ('thesecurekernelalsoprovidestheabilitytoallocatevirtualmemoryinsucha', 0.5387), ('enterprisecredentialsthrough', 0.5305)]","['thenormalkernelcannotbeforcedtoloadunsigneddrivers', 'cpufeature', 'modedriversarepresentin', 'thesecurekernelalsoprovidestheabilitytoallocatevirtualmemoryinsucha', 'enterprisecredentialsthrough']"
3,21.3.3 Hardware-Abstraction Layer,982,21.3.2 Secure Kernel,"[('mentstheinitialcodethattakesoverfromthebootloader', 0.4384), ('presumablyencryptedoutputdata', 0.4018), ('hardwarearchitectureand', 0.3831), ('microsoft', 0.3798), ('assemblylanguageonlywhenabsolutelynecessarytointerfacewiththelowest', 0.379)]",[]
3,21.3.4 Kernel,982,21.3.3 Hardware-Abstraction Layer,"[('mentstheinitialcodethattakesoverfromthebootloader', 0.4384), ('presumablyencryptedoutputdata', 0.4018), ('hardwarearchitectureand', 0.3831), ('microsoft', 0.3798), ('assemblylanguageonlywhenabsolutelynecessarytointerfacewiththelowest', 0.379)]",[]
3,21.3.5 Executive,990,21.3.4 Kernel,"[('differentprocessorarchitectureshavedifferenttypesandnumbersofinter', 0.5357), ('ifthedebuggerportisnotfoundordoesnothandlethatexception', 0.5314), ('sautomatedanalysismaybeabletorecognizetheerror', 0.5135), ('contactsthedefaultunhandledexceptionhandler', 0.4978), ('exceptionhandlingismorecomplexforuser', 0.4706)]","['differentprocessorarchitectureshavedifferenttypesandnumbersofinter', 'ifthedebuggerportisnotfoundordoesnothandlethatexception', 'sautomatedanalysismaybeabletorecognizetheerror', 'contactsthedefaultunhandledexceptionhandler', 'exceptionhandlingismorecomplexforuser']"
2,21.4 Terminal Services and Fast User Switching,1016,21.3 System Components,"[('givesdriversachancetoreinitializedevicesandgivestheappearanceofafull', 0.4432), ('camerasandsensorscanbeusedtouniquelyidentifytheuserwithoutrequir', 0.4093), ('desktopprotocol', 0.4026), ('fastuserswitching', 0.3934), ('microsoft', 0.3889)]",[]
2,21.5 File System,1017,21.4 Terminal Services and Fast User Switching,"[('filesorentirevolumes', 0.4782), ('centerterminalserversimprovesthere', 0.4466), ('sizeslargerthanthewindowsdefaultst', 0.444), ('portsimplicitencryptionofindividual', 0.4383), ('filecompression', 0.4324)]",['filesorentirevolumes']
3,21.5.1 NTFS Internal Layout,1017,21.5 File System,"[('filesorentirevolumes', 0.4782), ('centerterminalserversimprovesthere', 0.4466), ('sizeslargerthanthewindowsdefaultst', 0.444), ('portsimplicitencryptionofindividual', 0.4383), ('filecompression', 0.4324)]",['filesorentirevolumes']
3,21.5.2 Recovery,1019,21.5.1 NTFS Internal Layout,"[('containsthestartupcodeforwindowsandmustbelocatedat', 0.617), ('beencorruptedandneedstobecheckedforconsistencyusingthe', 0.6115), ('aparticularsecondarystoragedeviceaddresssothatitcanbefoundeasily', 0.5994), ('areundamagedandreflectsomeconsistentstatethatexistedpriortothe', 0.5927), ('filekeepstrackofanybadareasonthevolume', 0.5901)]","['containsthestartupcodeforwindowsandmustbelocatedat', 'beencorruptedandneedstobecheckedforconsistencyusingthe', 'aparticularsecondarystoragedeviceaddresssothatitcanbefoundeasily', 'areundamagedandreflectsomeconsistentstatethatexistedpriortothe', 'filekeepstrackofanybadareasonthevolume']"
3,21.5.3 Security,1020,21.5.2 Recovery,"[('microsofttook', 0.5246), ('upstringsinacacheandfindstheentrywiththelongestmatch', 0.5017), ('flushalldataandthenresetsthelogfileandperformsthequeuedtransactions', 0.498), ('itwouldbepossibletoextendthetransactionschemetocoveruserfiles', 0.4861), ('towritingthelogrecordsandperformingrecoveryactions', 0.4577)]","['microsofttook', 'upstringsinacacheandfindstheentrywiththelongestmatch', 'flushalldataandthenresetsthelogfileandperformsthequeuedtransactions', 'itwouldbepossibletoextendthetransactionschemetocoveruserfiles', 'towritingthelogrecordsandperformingrecoveryactions']"
3,21.5.4 Compression,1020,21.5.3 Security,"[('microsofttook', 0.5246), ('upstringsinacacheandfindstheentrywiththelongestmatch', 0.5017), ('flushalldataandthenresetsthelogfileandperformsthequeuedtransactions', 0.498), ('itwouldbepossibletoextendthetransactionschemetocoveruserfiles', 0.4861), ('towritingthelogrecordsandperformingrecoveryactions', 0.4577)]","['microsofttook', 'upstringsinacacheandfindstheentrywiththelongestmatch', 'flushalldataandthenresetsthelogfileandperformsthequeuedtransactions', 'itwouldbepossibletoextendthetransactionschemetocoveruserfiles', 'towritingthelogrecordsandperformingrecoveryactions']"
3,"21.5.5 Mount Points, Symbolic Links, and Hard Links",1021,21.5.4 Compression,"[('accidentallydeletedorsimplylookatapreviousversionofthefile', 0.4077), ('theserverversionofwindowsusesshadowcopiestoefficientlymaintain', 0.3842), ('windowsimplementsthecapabilityofbringingavolumetoaknownstateand', 0.366), ('amountpointisimplementedasasymboliclinkwithassociateddata', 0.3151), ('unix', 0.306)]",[]
